구분자(PK),공구 대분류 코드,공구 대분류,공구 중분류 코드,공구 중분류,공구 이름,과금기준,수량,장소 PK,대여장소명,상세주소,위도,경도,전화번호,평일오픈시간,평일클로즈시간,생성일시,요금,cluster,공구 중분류 new
6884,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,222,열린공인중개사사무소,서울특별시 관악구 호암로 595,37.47059,126.93326,02-884-4600,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1118,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,211,지인공인중개사사무소,서울특별시 관악구 인헌길 25,37.47437,126.96696,02-886-4744,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1073,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,208,재테크공인중개사사무소,서울특별시 관악구 관악로28길 22,37.48513,126.95745,02-884-5222,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1393,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,220,하나로공인중개사사무소,서울특별시 관악구 남부순환로172길 12,37.48325,126.92511,02-853-8883,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
998,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,203,대덕부동산중개사무소 공구대여소,서울특별시 관악구 당곡길 46,37.49116,126.92851,02-882-8600,09:00,18:00,2018-01-23 17:33:00,무료,83,자/측정공구
1133,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,212,금강공인중개사사무소,서울특별시 관악구 승방3길 2,37.47354,126.9807,02-584-8942,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1148,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,213,엘림공인중개사사무소,서울특별시 관악구 신림로73길 1,37.48888,126.92793,02-883-4989,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1058,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,207,우진공인중개사사무소,서울특별시 관악구 관악로30길 9,37.48652,126.958,02-878-9800,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1378,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,219,씨티공인중개사사무소,서울특별시 관악구 남부순환로 1626,37.48419,126.93118,02-884-7030,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1303,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,214,지성공인중개사사무소,서울특별시 관악구 관천로19길 76,37.48707,126.91777,02-857-9777,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1043,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,206,삼동부동산중개사무소,서울특별시 관악구 봉천로 467,37.48251,126.95201,02-877-4752,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1318,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,215,평화공인중개사사무소,서울특별시 관악구 시흥대로 566,37.48323,126.90231,02-857-5570,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
6869,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,221,경록공인중개사사무소,서울특별시 관악구 신림로22길 14,37.47195,126.93557,02-878-4989,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1028,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,205,동아공인중개사사무소,서울특별시 관악구 관악로 287,37.4894,126.95694,02-873-2266,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1333,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,216,청솔공인중개사사무소,서울특별시 관악구 난우길 14,37.47432,126.91884,02-863-5288,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1013,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,204,LBA굿모닝공인중개사사무소 공구대여소,서울특별시 관악구 은천로 95,37.48732,126.94591,02-884-8000,09:00,18:00,2018-01-23 17:33:00,무료,83,자/측정공구
1363,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,218,으뜸공인중개사사무소,서울특별시 관악구 난향길 18,37.46286,126.9179,02-857-5550,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
1348,1,일반공구,8,자/측정공구,코메론 줄자,없음,1,217,우리공인중개사사무소,서울특별시 관악구 법원단지길 46,37.47422,126.92006,02-838-9800,10:00,19:00,2018-01-23 17:33:00,무료,83,자/측정공구
5061,1,일반공구,8,자/측정공구,콤파스,없음,1,292,오금현대 공구백화점,서울특별시 송파구 오금로35길 17,37.504,127.1257,02-402-2104,09:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
5073,1,일반공구,8,자/측정공구,콤파스,없음,1,292,오금현대 공구백화점,서울특별시 송파구 오금로35길 17,37.504,127.1257,02-402-2104,09:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
14351,1,일반공구,8,자/측정공구,큰 줄자,없음,2,13215,삼양동 주민센터,서울특별시 강북구 미아동 762-20,37.6250518,127.0197725,02-3778-4004,09:00,18:00,2022-06-24 16:34:16,무료,-1,자/측정공구
11087,1,일반공구,8,자/측정공구,타지마 줄자 7.5m,없음,1,13033,위례동주민센터,서울특별시 송파구 장지동 882,37.4812034,127.1439126,02-2147-4950,09:00,18:00,2020-11-25 14:41:26,무료,166,자/측정공구
4777,1,일반공구,8,자/측정공구,타지마줄자,없음,1,283,잠실본동 주민센터,서울특별시 송파구 잠실동 230-4,37.5060716,127.0832037,02-2147-4600,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4657,1,일반공구,8,자/측정공구,타지마줄자,없음,1,280,문정1동 주민센터,서울특별시 송파구 동남로 116,37.49007,127.12418,02-2147-4510,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4857,1,일반공구,8,자/측정공구,타지마줄자,없음,1,285,잠실3동 주민센터,서울특별시 송파구 잠실동 27-4,37.5133,127.09438,02-2147-4660,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4817,1,일반공구,8,자/측정공구,타지마줄자,없음,1,284,잠실2동 주민센터,서울특별시 송파구 올림픽로 159,37.5119,127.08854,02-2147-4630,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4177,1,일반공구,8,자/측정공구,타지마줄자,없음,1,268,마천1동 주민센터,서울특별시 송파구 마천로 303,37.496,127.14995,02-2147-4120,09:00,17:00,2018-01-23 17:33:00,무료,160,자/측정공구
4137,1,일반공구,8,자/측정공구,타지마줄자,없음,1,267,거여2동 주민센터,서울특별시 송파구 거마로2길 19,37.49355,127.1468,02-2147-4090,09:00,17:00,2018-01-23 17:33:00,무료,160,자/측정공구
4017,1,일반공구,8,자/측정공구,타지마줄자,없음,1,264,풍납1동 주민센터,서울특별시 송파구 천호대로 152길 7,37.53808,127.12208,02-2147-4000,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4697,1,일반공구,8,자/측정공구,타지마줄자,없음,1,281,문정2동 주민센터,서울특별시 송파구 중대로 16,37.48989,127.11091,02-2147-4540,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4537,1,일반공구,8,자/측정공구,타지마줄자,없음,1,277,삼전동 주민센터,서울특별시 송파구 삼전동 62,37.50272,127.09252,02-2147-4390,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4497,1,일반공구,8,자/측정공구,타지마줄자,1일,1,276,석촌동 주민센터,서울특별시 송파구 백제고분로37길 16,37.503592,127.1037,02-2147-4360,09:00,18:00,2018-01-23 17:33:00,10000원,160,자/측정공구
4257,1,일반공구,8,자/측정공구,타지마줄자,없음,1,270,방이1동 주민센터,서울특별시 송파구 위례성대로 16길 22,37.51098,127.12391,02-2147-4180,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4097,1,일반공구,8,자/측정공구,타지마줄자,없음,1,266,거여1동 주민센터,서울특별시 송파구 오금로 53길 32,37.49694,127.1433,02-2147-4060,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4577,1,일반공구,8,자/측정공구,타지마줄자,없음,1,278,가락본동 주민센터,서울특별시 송파구 가락동 77-3,37.49559,127.12177,02-2147-4420,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4897,1,일반공구,8,자/측정공구,타지마줄자,없음,1,286,잠실4동 주민센터,서울특별시 송파구 올림픽로 35길 16,37.52016,127.11223,02-2147-4690,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4617,1,일반공구,8,자/측정공구,타지마줄자,없음,1,279,가락2동 주민센터,서울특별시 송파구 중대로 20길 6,37.49012,127.11158,02-2147-4480,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4377,1,일반공구,8,자/측정공구,타지마줄자,없음,1,273,오금동 주민센터,서울특별시 송파구 중대로 25길 5,37.50299,127.12808,02-2147-4270,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4457,1,일반공구,8,자/측정공구,타지마줄자,없음,1,275,송파2동 주민센터,서울특별시 송파구 송이로 32,37.50232,127.11673,02-2147-4330,09:00,17:00,2018-01-23 17:33:00,무료,160,자/측정공구
4937,1,일반공구,8,자/측정공구,타지마줄자,없음,1,287,잠실6동 주민센터,서울특별시 송파구 올림픽로 35길 120,37.51812,127.10064,02-2147-4720,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4337,1,일반공구,8,자/측정공구,타지마줄자,없음,1,272,오륜동 주민센터,서울특별시 송파구 양재대로1232,37.515425,127.1343,02-2147-4240,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4057,1,일반공구,8,자/측정공구,타지마줄자,없음,1,265,풍납2동 주민센터,서울특별시 송파구 토성로 52,37.5292457,127.1157494,02-2147-4030,09:00,18:00,2018-01-23 17:33:00,무료,160,자/측정공구
4217,1,일반공구,8,자/측정공구,타지마줄자(3m),없음,1,269,마천2동 주민센터,서울특별시 송파구 마천로 287,37.49684,127.14855,02-2147-4150,09:00,17:00,2018-01-23 17:33:00,무료,160,자/측정공구
14129,1,일반공구,8,자/측정공구,타지마줄자(7.5M),없음,1,269,마천2동 주민센터,서울특별시 송파구 마천로 287,37.49684,127.14855,02-2147-4150,09:00,17:00,2022-06-22 17:00:06,무료,166,자/측정공구
3054,1,일반공구,8,자/측정공구,테스타기(DM-1010),없음,1,383,사랑의 공구함,서울특별시 용산구 회나무로13길 32,37.54078,126.98977,02-793-5091,10:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
3055,1,일반공구,8,자/측정공구,테스타기(ST-506TR-3),없음,1,383,사랑의 공구함,서울특별시 용산구 회나무로13길 32,37.54078,126.98977,02-793-5091,10:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
6783,1,일반공구,8,자/측정공구,테스터,없음,1,235,홍제유원하나아파트 공구도서관,서울특별시 서대문구 세검정로 134,37.59469,126.95147,02-395-3825,09:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
5004,1,일반공구,8,자/측정공구,테스터기 1개,없음,1,289,풍납씨티극동 공구나눔터,서울특별시 송파구 한가람로 478,37.53965,127.11832,02-473-4664,09:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
5085,1,일반공구,8,자/측정공구,프로자켓줄자 1개,없음,1,293,가락금호 공구나눔방,서울특별시 송파대로32길 15,37.49547,127.11672,02-407-3582,10:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
5209,1,일반공구,8,자/측정공구,헨디줄자 6개,없음,6,301,문정래미안,서울특별시 송파구 문정동 1,37.49107,127.13155,02-402-4023,09:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
5216,1,일반공구,8,자/측정공구,확대경 1개,없음,1,301,문정래미안,서울특별시 송파구 문정동 1,37.49107,127.13155,02-402-4023,09:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
7868,1,일반공구,8,자/측정공구,회로시험기,없음,1,180,신수동 공구대여소,"서울시 마포구 독막로 192, 2층",37.5471133,126.9328684,02-3153-6697,09:00,18:00,2018-01-25 11:00:00,무료,-1,자/측정공구
6768,1,일반공구,8,자/측정공구,후쿠메타,없음,1,234,홍은벽산아파트 공구도서관,서울특별시 서대문구 세검정로1길 95,37.59415,126.94494,02-379-9797,09:00,18:00,2018-01-23 17:33:00,무료,-1,자/측정공구
15213,1,일반공구,8,자/측정공구,휴대용 소음 측정기,없음,1,505,유락종합사회복지관,서울특별시 중구 신당동 160-2,37.56509,127.02276,02-2235-4000,09:00,18:00,2023-01-04 13:38:37,무료,-1,자/측정공구
16121,1,일반공구,14,자전거공구,라챗핸들(3/8인치),없음,1,13026,삼성2동 주민센터 공구대여소,서울특별시 강남구 삼성동 38-34,37.5112037,127.0459453,02-3423-8208,09:00,18:00,2024-01-08 11:57:10,무료,-1,자전거공구
10834,1,일반공구,14,자전거공구,발펌프,없음,1,382,보광동주민센터 우리동네 공구함,서울특별시 용산구 보광동 217-32,37.5263257,127.0001818,02-2199-8706,09:00,18:00,2020-11-25 09:34:43,0원,162,자전거공구
10832,1,일반공구,14,자전거공구,발펌프,없음,1,381,서빙고동주민센터 우리동네 공구함,서울특별시 용산구 서빙고동 134,37.52048,126.99464,02-2199-8680,09:00,18:00,2020-11-25 09:33:55,무료,162,자전거공구
10831,1,일반공구,14,자전거공구,발펌프,없음,1,380,한남동주민센터 우리동네 공구함,서울특별시 용산구 대사관로5길 1,37.53457,127.00051,02-2199-8660,09:00,18:00,2020-11-25 09:33:26,무료,162,자전거공구
10825,1,일반공구,14,자전거공구,발펌프,없음,1,376,한강로동주민센터 우리동네 공구함,서울특별시 용산구 한강로2가 425,37.52814,126.96923,02-2199-8560,09:00,18:00,2020-11-25 09:24:42,무료,162,자전거공구
10822,1,일반공구,14,자전거공구,발펌프,없음,1,375,용문동주민센터 우리동네 공구함,서울특별시 용산구 도원동 4-5,37.5389092,126.9575663,02-2199-8540,09:00,18:00,2020-11-25 09:23:31,무료,162,자전거공구
10812,1,일반공구,14,자전거공구,발펌프,없음,1,373,원효로2동주민센터 우리동네 공구함,서울특별시 용산구 산천동 81-1,37.53435,126.95156,02-2199-8506,09:00,18:00,2020-11-25 09:18:33,무료,162,자전거공구
10810,1,일반공구,14,자전거공구,발펌프,없음,1,372,원효로1동주민센터 우리동네 공구함,서울특별시 용산구 백범로 350,37.53725,126.96763,02-2199-8480,09:00,18:00,2020-11-25 09:17:33,무료,162,자전거공구
10808,1,일반공구,14,자전거공구,발펌프,없음,1,370,남영동주민센터 우리동네 공구함,서울특별시 용산구 갈월동 51-19,37.54581,126.97481,02-2199-8454,09:00,18:00,2020-11-25 09:16:00,무료,162,자전거공구
10805,1,일반공구,14,자전거공구,발펌프,없음,1,368,후암동주민센터 우리동네 공구함,서울특별시 용산구 후암동 244-109,37.5487,126.97815,02-2199-8400,09:00,18:00,2020-11-25 09:14:00,무료,162,자전거공구
7995,1,일반공구,14,자전거공구,발펌프,없음,1,185,망원2동 공구대여소,서울시 마포구 방울내로7길 11,37.5602711,126.9001121,02-3153-6854,09:00,18:00,2018-01-25 11:00:00,무료,162,자전거공구
2443,1,일반공구,14,자전거공구,발펌프,없음,1,509,면목 생활지원센터,서울특별시 중랑구 사가정로51길 48,37.58296,127.08807,02-2094-6113 ,09:00,18:00,2018-01-23 17:33:00,무료,162,자전거공구
10817,1,일반공구,14,자전거공구,발펌프,없음,1,374,효창동주민센터 우리동네 공구함,서울특별시 용산구 효창동 255-5,37.54251,126.9618,02-2199-8520,09:00,18:00,2020-11-25 09:21:32,무료,162,자전거공구
16219,1,일반공구,14,자전거공구,발펌프(외발),없음,1,166,흑석동주민센터 공구대여소,서울특별시 동작구 흑석한강로11,37.5058617,126.966612,02-820-2546,09:00,18:00,2024-03-13 13:37:18,무료,162,자전거공구
14669,1,일반공구,14,자전거공구,자전거 공구세트,없음,1,13213,동네방네 마을이음센터(시흥3동 마을관리소),서울특별시 금천구 시흥동 961-5,37.4387389,126.904334,02-803-5684,09:00,13:00,2022-07-08 20:30:00,무료,312,자전거공구
13028,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,13059,천연동주민센터 공구대여소,서울특별시 서대문구 영천동 101,37.5711306,126.9590337,02-330-8262,09:00,18:00,2021-11-29 14:06:20,무료,195,자전거공구
11718,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,13063,홍제3동주민센터 공구대여소,서울특별시 서대문구 홍제동 7-13,37.5938312,126.9496719,02-330-8609,09:00,18:00,2020-11-27 11:41:19,무료,195,자전거공구
11684,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,193,홍제2동 공구대여소,서울특별시 서대문구 홍제동 161-1,37.5860669,126.9471619,02-330-6765,09:00,18:00,2020-11-27 11:19:28,무료,195,자전거공구
11649,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,13061,홍은2동주민센터 공구대여소,서울특별시 서대문구 홍은동 273-10,37.5801972,126.9342509,02-330-8786,09:00,18:00,2020-11-27 11:07:45,무료,195,자전거공구
11626,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,192,홍은1동 공구대여소,서울특별시 서대문구 홍은동 11-853,37.5989304,126.9471598,02-330-8469,09:00,18:00,2020-11-27 11:01:11,무료,195,자전거공구
11606,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,13060,충현동주민센터 공구대여소,서울특별시 서대문구 북아현동 1-90,37.5648207,126.9546885,02-330-8178,09:00,18:00,2020-11-27 10:56:26,무료,195,자전거공구
11537,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,13058,북아현동주민센터 공구대여소,서울특별시 서대문구 북아현로 24,37.5595,126.957025,02-330-6763,09:00,18:00,2020-11-27 10:37:14,무료,195,자전거공구
11486,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,13056,북가좌1동주민센터 공구대여소,서울특별시 서대문구 북가좌동 477,37.5742929,126.9101947,02-330-8571,09:00,18:00,2020-11-27 10:17:13,무료,195,자전거공구
11460,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,13055,남가좌2동주민센터 공구대여소,서울특별시 서대문구 남가좌동 342-7,37.5784651,126.9238892,02-330-8534,09:00,18:00,2020-11-27 10:08:37,무료,195,자전거공구
11441,1,일반공구,14,자전거공구,자전거 공기주입기,없음,1,189,남가좌1동 우리동네 생활공구 대여소,모래내로15길37,37.573295,126.9197232,02-330-8872,09:00,18:00,2020-11-27 10:02:03,무료,195,자전거공구
13613,1,일반공구,14,자전거공구,자전거 관리공구세트,없음,1,108,독산4동 주민센터 공구도서관,서울특별시 금천구 독산로 232,37.4675452,126.9022074,02-2104-5347,09:00,18:00,2022-06-16 13:13:20,무료,312,자전거공구
13868,1,일반공구,14,자전거공구,자전거 쌍발펌프(공기주입),없음,2,13207,신내2동주민센터 생활공구대여소,서울특별시 중랑구 봉화산로 190,37.6061896,127.0942306,0220946626,09:00,18:00,2022-06-20 16:10:56,무료,-1,자전거공구
16671,1,일반공구,14,자전거공구,자전거 정비용 공구세트,없음,1,13392,시흥5동 주민센터 공구도서관,서울특별시 금천구 시흥동 910-5,37.4507194,126.9083398,0221045503,09:00,18:00,2024-06-13 16:09:20,무료,-1,자전거공구
16672,1,일반공구,14,자전거공구,자전거 펌프,없음,2,13392,시흥5동 주민센터 공구도서관,서울특별시 금천구 시흥동 910-5,37.4507194,126.9083398,0221045503,09:00,18:00,2024-06-13 16:09:41,무료,197,자전거공구
15736,1,일반공구,14,자전거공구,자전거 펌프,없음,1,13338,우리 동네 생활지원센터(마을활력소),삼성로75길 24,37.5032271,127.0562528,02-561-3423,09:00,18:00,2023-06-19 14:53:09,무료,197,자전거공구
6721,1,일반공구,14,자전거공구,자전거 펌프,없음,1,233,홍제태영으뜸아파트 공구도서관,서울특별시 서대문구 세검정로3길 63,37.59379,126.94681,02-395-6548,09:00,18:00,2018-01-23 17:33:00,무료,197,자전거공구
14250,1,일반공구,14,자전거공구,자전거공구,없음,1,114,시흥4동 새재미 마을활력소 공구도서관,서울 금천구 독산로50길 105,37.4622766,126.907968,02-2104-5462,09:00,18:00,2022-06-23 16:28:45,무료,-1,자전거공구
13955,1,일반공구,14,자전거공구,자전거공구세트,없음,2,13209,망우본동 공구대여소,서울특별시 중랑구 망우동 340-17,37.6005732,127.1014684,02-2094-6480,09:00,18:00,2022-06-21 13:36:57,무료,312,자전거공구
7563,1,일반공구,14,자전거공구,자전거공기주입기,없음,0,167,사당2동주민센터 공구대여소,서울특별시 동작구 동작대로29길 52(사당동),37.4887395,126.9792749,02-820-2709,09:00,18:00,2018-01-25 11:00:00,무료,194,자전거공구
7489,1,일반공구,14,자전거공구,자전거공기주입기,없음,1,165,상도3동주민센터 공구대여소,서울특별시 동작구 상도동 315-37,37.49911,126.9313814,02-820-2463,09:00,18:00,2018-01-25 11:00:00,무료,194,자전거공구
7676,1,일반공구,14,자전거공구,자전거공기주입기,없음,1,170,신대방1동주민센터 공구대여소,서울특별시 동작구 신대방동 604-8,37.4889376,126.91006,02-820-2807,09:00,18:00,2018-01-25 11:00:00,무료,194,자전거공구
7450,1,일반공구,14,자전거공구,자전거공기주입기,없음,1,164,상도2동주민센터 공구대여소,서울특별시 동작구 상도동 25-48,37.5055235,126.9423089,02-820-2493,09:00,18:00,2018-01-25 11:00:00,무료,194,자전거공구
6766,1,일반공구,14,자전거공구,자전거공기주입기,없음,1,234,홍은벽산아파트 공구도서관,서울특별시 서대문구 세검정로1길 95,37.59415,126.94494,02-379-9797,09:00,18:00,2018-01-23 17:33:00,무료,194,자전거공구
614,1,일반공구,14,자전거공구,자전거공기펌프,1일,1,63,신림동 공구대여소,서울특별시 관악구 봉천로 224,37.4894621,126.9261574,02-879-4505,09:00,18:00,2018-01-23 17:33:00,300원,-1,자전거공구
12396,1,일반공구,14,자전거공구,자전거관리 공구세트,없음,1,13162,독산2동주민센터,서울특별시 금천구 독산로 179,37.4631474,126.9034825,02-2104-5273,09:00,18:00,2021-10-01 10:29:32,무료,312,자전거공구
965,1,일반공구,14,자전거공구,자전거관리공구세트,없음,1,111,시흥4동 주민센터 공구도서관,서울 금천구 독산로36길 14,37.4589501,126.9039822,02-2104-5693,09:00,18:00,2018-01-23 17:33:00,무료,312,자전거공구
981,1,일반공구,14,자전거공구,자전거관리공구세트,없음,1,112,시흥5동 주민센터 공구도서관,서울특별시 금천구 시흥동 910-5,37.4507147,126.9083563,02-2627-2521,09:00,18:00,2018-01-23 17:33:00,무료,312,자전거공구
903,1,일반공구,14,자전거공구,자전거관리공구세트,없음,1,106,독산2동 주민센터 공구도서관,서울 금천구 범안로 1240-7,37.4660771,126.8975502,02-2104-5572,09:00,18:00,2018-01-23 17:33:00,무료,312,자전거공구
869,1,일반공구,14,자전거공구,자전거관리공구세트,없음,1,104,가산동 주민센터 공구도서관,서울특별시 금천구 가산동 144-3,37.4768416,126.8917384,02-2104-5532,09:00,18:00,2018-01-23 17:33:00,무료,312,자전거공구
6922,1,일반공구,14,자전거공구,자전거관리공구세트,없음,1,227,시흥3동 박미마을 집수리지원 센터 공구함,서울특별시 금천구 시흥대로18길 65-4,37.44056,126.90753,02-895-0911,09:00,18:00,2018-01-23 17:33:00,무료,312,자전거공구
14369,1,일반공구,14,자전거공구,자전거펌프,1일,1,498,청구동 공구대여소,서울특별시 중구 신당동 333-17,37.557083,127.014687,02-3396-6978,09:00,18:00,2022-06-24 18:07:59,1000원,196,자전거공구
14026,1,일반공구,14,자전거공구,자전거펌프,없음,2,13024,대치2동 주민센터 공구대여소,서울특별시 강남구 영동대로65길 24,37.5023094,127.064183,02-3423-8430,09:00,18:00,2022-06-22 09:19:31,무료,196,자전거공구
12397,1,일반공구,14,자전거공구,자전거펌프,없음,2,13162,독산2동주민센터,서울특별시 금천구 독산로 179,37.4631474,126.9034825,02-2104-5273,09:00,18:00,2021-10-01 10:29:52,무료,196,자전거공구
10534,1,일반공구,14,자전거공구,자전거펌프,1일,2,64,인헌동주민센터 가정용 공구대여소,서울특별시 관악구 남부순환로246가길 20,37.4751153,126.9652589,02-879-4448,09:00,18:00,2020-11-23 13:48:09,300원,196,자전거공구
9822,1,일반공구,14,자전거공구,자전거펌프,없음,2,13019,대치4동 주민센터,서울특별시 강남구 대치동 928-22,37.4997436,127.0579107,02-3423-8506,09:00,18:00,2018-11-26 10:16:55,무료,196,자전거공구
3325,1,일반공구,14,자전거공구,자전거펌프,없음,1,132,쌍문2동 노해마을 공구대여점,서울특별시 도봉구 도봉로137길 21(쌍문동),37.6599143,127.0397304,02-2091-5539,09:00,18:00,2018-01-25 11:00:00,0원,196,자전거공구
994,1,일반공구,14,자전거공구,자전거펌프,없음,2,112,시흥5동 주민센터 공구도서관,서울특별시 금천구 시흥동 910-5,37.4507147,126.9083563,02-2627-2521,09:00,18:00,2018-01-23 17:33:00,무료,196,자전거공구
1575,1,일반공구,14,자전거공구,자전거펌프,없음,1,476,교남동 공구대여소,서울특별시 종로구 송월길 154,37.57192,126.96196,02-2148-5184,09:00,18:00,2018-01-23 17:33:00,무료,196,자전거공구
6923,1,일반공구,14,자전거공구,자전거펌프,없음,1,227,시흥3동 박미마을 집수리지원 센터 공구함,서울특별시 금천구 시흥대로18길 65-4,37.44056,126.90753,02-895-0911,09:00,18:00,2018-01-23 17:33:00,무료,196,자전거공구
870,1,일반공구,14,자전거공구,자전거펌프,없음,2,104,가산동 주민센터 공구도서관,서울특별시 금천구 가산동 144-3,37.4768416,126.8917384,02-2104-5532,09:00,18:00,2018-01-23 17:33:00,무료,196,자전거공구
904,1,일반공구,14,자전거공구,자전거펌프,없음,1,106,독산2동 주민센터 공구도서관,서울 금천구 범안로 1240-7,37.4660771,126.8975502,02-2104-5572,09:00,18:00,2018-01-23 17:33:00,무료,196,자전거공구
966,1,일반공구,14,자전거공구,자전거펌프,없음,2,111,시흥4동 주민센터 공구도서관,서울 금천구 독산로36길 14,37.4589501,126.9039822,02-2104-5693,09:00,18:00,2018-01-23 17:33:00,무료,196,자전거공구
946,1,일반공구,14,자전거공구,자전거펌프,없음,2,110,시흥2동 주민센터 공구도서관,서울특별시 금천구 금하로 764 금천종합복지타운 1층 시흥2동주민센터,37.4495487,126.9148345,02-2104-5652,09:00,18:00,2018-01-23 17:33:00,무료,196,자전거공구
10557,1,일반공구,14,자전거공구,케이블릴선,1일,1,65,중앙동주민센터 가정용공구 대여소,서울특별시 관악구 양녕로6다길 7,37.484152,126.9475392,02-879-4294,09:00,18:00,2020-11-23 13:58:55,300원,161,자전거공구
7818,1,일반공구,14,자전거공구,펌프,없음,1,177,복사골공구대여센터,서울 마포구 도화길 37,37.5420425,126.9464203,02-3153-6577,09:00,18:00,2018-01-25 11:00:00,무료,192,자전거공구
10799,1,일반공구,14,자전거공구,프레스타어댑터,없음,1,109,시흥1동 주민센터 공구도서관,"서울 금천구 시흥대로58길 36, 2층",37.4535239,126.9010593,02-2104-5632,09:00,18:00,2020-11-23 17:53:18,무료,-1,자전거공구
15943,1,일반공구,14,자전거공구,핸드펌프,없음,1,13015,신사동 주민센터,서울특별시 강남구 신사동 548-1,37.5239769,127.0227755,02-3423-7303,09:00,18:00,2023-08-04 10:05:53,무료,-1,자전거공구
7726,1,일반공구,9,커터/절단공구,(14)커터칼,없음,1,172,우리마을 공구대여소(사당1동),서울 동작구 동작대로17길 28,37.4830324,126.9765661,02-820-2571,09:00,18:00,2018-01-25 11:00:00,무료,122,커터/절단공구
12517,1,일반공구,9,커터/절단공구,2단 양손가위(K-5100),없음,1,120,공릉2동주민센터 공구대여소,노원로1길 68,37.621332,127.083488,02-2116-2528,09:00,18:00,2021-10-01 13:46:32,무료,-1,커터/절단공구
15730,1,일반공구,9,커터/절단공구,PVC 카타,없음,1,13338,우리 동네 생활지원센터(마을활력소),삼성로75길 24,37.5032271,127.0562528,02-561-3423,09:00,18:00,2023-06-19 14:50:50,무료,47,커터/절단공구
